Surface,Molecule Group,Molecule,Initial Site,DFT Energy (System),DFT Energy (Slab),DFT Energy (Gas),Adsorption Energy
IrO2,thiols_thials_thioketones_thioethers,Propane-2-thione,Oxygen Bridge,-907.05221203,-853.47682834,-52.82969409,-0.74568959999997
IrO2,thiols_thials_thioketones_thioethers,Propane-2-thione,Metal Bridge,-909.1851713,-853.47682834,-52.82969409,-2.87864886999999
IrO2,thiols_thials_thioketones_thioethers,Propane-2-thione,Metal Bridge,-909.54539716,-853.47682834,-52.82969409,-3.23887473
IrO2,thiols_thials_thioketones_thioethers,Dimethylsulfane,Metal,-900.26521026,-853.47682834,-44.21384748,-2.57453444000001
IrO2,thiols_thials_thioketones_thioethers,Dimethylsulfane,Metal,-900.18244202,-853.47682834,-44.21384748,-2.49176620000006
IrO2,thiols_thials_thioketones_thioethers,Dimethylsulfane,Hole,-900.18324311,-853.47682834,-44.21384748,-2.49256729000004
IrO2,thiols_thials_thioketones_thioethers,Dimethylsulfane,Hole,-900.24274215,-853.47682834,-44.21384748,-2.55206633000003
IrO2,thiols_thials_thioketones_thioethers,Dimethylsulfane,Oxygen,-898.21920783,-853.47682834,-44.21384748,-0.528532009999964
IrO2,thiols_thials_thioketones_thioethers,Dimethylsulfane,Oxygen Bridge,-897.99479877,-853.47682834,-44.21384748,-0.304122949999993
IrO2,thiols_thials_thioketones_thioethers,Dimethylsulfane,Metal Bridge,-900.29948485,-853.47682834,-44.21384748,-2.60880903
IrO2,thiols_thials_thioketones_thioethers,Dimethylsulfane,Metal Bridge,-899.00001481,-853.47682834,-44.21384748,-1.30933899000004
IrO2,amines,Methanamine,Metal,-891.93574051,-853.47682834,-35.67896405,-2.77994811999996
IrO2,amines,Methanamine,Hole,-891.92559643,-853.47682834,-35.67896405,-2.76980404000005
IrO2,amines,Methanamine,Hole,-890.54156839,-853.47682834,-35.67896405,-1.38577599999996
IrO2,amines,Methanamine,Oxygen,-889.35319779,-853.47682834,-35.67896405,-0.197405399999973
IrO2,amines,Methanamine,Oxygen Bridge,-889.56026431,-853.47682834,-35.67896405,-0.404471919999985
IrO2,amines,Methanamine,Metal Bridge,-891.92190282,-853.47682834,-35.67896405,-2.76611043000002
IrO2,amines,Ethanamine,Metal,-908.63899701,-853.47682834,-52.33105605,-2.83111262000003
IrO2,amines,Ethanamine,Metal,-908.59708448,-853.47682834,-52.33105605,-2.78920009000004
IrO2,amines,Ethanamine,Hole,-906.88782545,-853.47682834,-52.33105605,-1.07994106000004
IrO2,amines,Ethanamine,Hole,-908.61011128,-853.47682834,-52.33105605,-2.80222688999996
IrO2,amines,Ethanamine,Oxygen,-906.18475267,-853.47682834,-52.33105605,-0.376868279999968
IrO2,amines,Ethanamine,Oxygen,-906.01337425,-853.47682834,-52.33105605,-0.205489859999972
IrO2,amines,Ethanamine,Oxygen Bridge,-906.14634019,-853.47682834,-52.33105605,-0.338455800000048
IrO2,amines,Ethanamine,Metal Bridge,-907.01177279,-853.47682834,-52.33105605,-1.20388840000001
IrO2,amines,Ethanamine,Metal Bridge,-908.51895642,-853.47682834,-52.33105605,-2.71107203
IrO2,amines,Propan-2-amine,Metal,-921.47627895,-853.47682834,-63.59418066,-4.40526995000005
IrO2,amines,Propan-2-amine,Metal,-921.81540528,-853.47682834,-63.59418066,-4.74439628000005
IrO2,amines,Propan-2-amine,Hole,-920.35565067,-853.47682834,-63.59418066,-3.28464167000005
IrO2,amines,Propan-2-amine,Hole,-921.49424867,-853.47682834,-63.59418066,-4.42323967000005
IrO2,amines,Propan-2-amine,Oxygen,-920.06613676,-853.47682834,-63.59418066,-2.99512775999995
IrO2,amines,Propan-2-amine,Oxygen,-920.38114362,-853.47682834,-63.59418066,-3.31013461999999
IrO2,amines,Propan-2-amine,Oxygen Bridge,-921.49959432,-853.47682834,-63.59418066,-4.42858532000003
IrO2,amines,Propan-2-amine,Metal Bridge,-921.87634076,-853.47682834,-63.59418066,-4.80533175999995
IrO2,amines,Propan-2-amine,Metal Bridge,-921.86900251,-853.47682834,-63.59418066,-4.79799350999998
IrO2,amines,Trimethylamine,Metal,-924.28361751,-853.47682834,-68.3963003,-2.41048887000001
IrO2,amines,Trimethylamine,Hole,-922.68973701,-853.47682834,-68.3963003,-0.816608370000054
IrO2,amines,Trimethylamine,Oxygen,-922.39782751,-853.47682834,-68.3963003,-0.524698869999966
IrO2,amines,Trimethylamine,Oxygen Bridge,-922.34176088,-853.47682834,-68.3963003,-0.468632240000048
IrO2,amines,Trimethylamine,Metal Bridge,-922.91062475,-853.47682834,-68.3963003,-1.03749611000002
IrO2,imines,Methanimine,Metal,-881.40525507,-853.47682834,-27.40609055,-0.522336179999957
IrO2,imines,Methanimine,Hole,-883.64791992,-853.47682834,-27.40609055,-2.76500103000005
IrO2,imines,Methanimine,Hole,-883.64555773,-853.47682834,-27.40609055,-2.76263883999995
IrO2,imines,Methanimine,Oxygen,-883.64246879,-853.47682834,-27.40609055,-2.75954989999996
IrO2,imines,Methanimine,Oxygen Bridge,-883.63578989,-853.47682834,-27.40609055,-2.75287099999996
IrO2,imines,Methanimine,Metal Bridge,-883.03911112,-853.47682834,-27.40609055,-2.15619223000003
IrO2,imines,Ethanimine,Metal,-900.50380066,-853.47682834,-44.29120175,-2.73577057000003
IrO2,imines,Ethanimine,Metal,-900.4919818,-853.47682834,-44.29120175,-2.72395170999997
IrO2,imines,Ethanimine,Hole,-900.48240519,-853.47682834,-44.29120175,-2.71437510000001
IrO2,imines,Ethanimine,Hole,-898.56666042,-853.47682834,-44.29120175,-0.798630329999952
IrO2,imines,Ethanimine,Oxygen,-897.87566515,-853.47682834,-44.29120175,-0.107635060000035
IrO2,imines,Ethanimine,Oxygen Bridge,-898.16245891,-853.47682834,-44.29120175,-0.394428820000059
IrO2,imines,Ethanimine,Metal Bridge,-900.50590321,-853.47682834,-44.29120175,-2.73787312000005
IrO2,imines,Ethanimine,Metal Bridge,-900.50297702,-853.47682834,-44.29120175,-2.73494693000001
IrO2,imines,Propan-2-imine,Metal,-917.34407481,-853.47682834,-61.08655808,-2.78068839000005
IrO2,imines,Propan-2-imine,Metal,-917.41823061,-853.47682834,-61.08655808,-2.85484419000002
IrO2,imines,Propan-2-imine,Metal,-917.30103922,-853.47682834,-61.08655808,-2.73765280000001
IrO2,imines,Propan-2-imine,Hole,-917.35428413,-853.47682834,-61.08655808,-2.79089771
IrO2,imines,Propan-2-imine,Hole,-917.39380707,-853.47682834,-61.08655808,-2.83042064999998
IrO2,imines,Propan-2-imine,Oxygen,-917.34544374,-853.47682834,-61.08655808,-2.78205731999995
IrO2,imines,Propan-2-imine,Oxygen Bridge,-914.59207304,-853.47682834,-61.08655808,-0.0286866199999452
IrO2,imines,Propan-2-imine,Oxygen Bridge,-914.82140754,-853.47682834,-61.08655808,-0.258021119999995
IrO2,imines,Propan-2-imine,Metal Bridge,-917.37198757,-853.47682834,-61.08655808,-2.80860114999999
IrO2,imines,N-methylmethanimine,Metal,-899.98824226,-853.47682834,-43.87890318,-2.63251073999999
IrO2,imines,N-methylmethanimine,Metal,-900.03795146,-853.47682834,-43.87890318,-2.68221994000005
IrO2,imines,N-methylmethanimine,Metal,-900.03614477,-853.47682834,-43.87890318,-2.68041324999997
IrO2,imines,N-methylmethanimine,Hole,-900.04249689,-853.47682834,-43.87890318,-2.68676537000005
IrO2,imines,N-methylmethanimine,Oxygen,-900.03795265,-853.47682834,-43.87890318,-2.68222112999997
IrO2,imines,N-methylmethanimine,Oxygen Bridge,-900.03636441,-853.47682834,-43.87890318,-2.68063289000003
IrO2,imines,N-methylmethanimine,Metal Bridge,-898.7289093,-853.47682834,-43.87890318,-1.37317778000006
IrO2,imines,N-methylmethanimine,Metal Bridge,-900.65750489,-853.47682834,-43.87890318,-3.30177337000004
IrO2,carbonates_carboxylic-acids_esters,Carbonic acid,Metal,-891.81422298,-853.47682834,-37.14464301,-1.19275162999995
IrO2,carbonates_carboxylic-acids_esters,Carbonic acid,Metal,-892.54486921,-853.47682834,-37.14464301,-1.92339786
IrO2,carbonates_carboxylic-acids_esters,Carbonic acid,Metal,-893.03280051,-853.47682834,-37.14464301,-2.41132916000002
IrO2,carbonates_carboxylic-acids_esters,Carbonic acid,Hole,-893.27240619,-853.47682834,-37.14464301,-2.65093483999997
IrO2,carbonates_carboxylic-acids_esters,Carbonic acid,Hole,-893.03138554,-853.47682834,-37.14464301,-2.40991418999997
IrO2,carbonates_carboxylic-acids_esters,Carbonic acid,Oxygen,-891.83990209,-853.47682834,-37.14464301,-1.21843074000001
IrO2,carbonates_carboxylic-acids_esters,Carbonic acid,Oxygen Bridge,-893.94674589,-853.47682834,-37.14464301,-3.32527453999999
IrO2,carbonates_carboxylic-acids_esters,Carbonic acid,Metal Bridge,-893.27243514,-853.47682834,-37.14464301,-2.65096378999997
IrO2,carbonates_carboxylic-acids_esters,Carbonic acid,Metal Bridge,-891.68888121,-853.47682834,-37.14464301,-1.06740985999998
IrO2,carbonates_carboxylic-acids_esters,Formic acid,Metal,-885.47124188,-853.47682834,-29.89466833,-2.09974520999998
IrO2,carbonates_carboxylic-acids_esters,Formic acid,Hole,-886.70922206,-853.47682834,-29.89466833,-3.33772539000001
IrO2,carbonates_carboxylic-acids_esters,Formic acid,Hole,-885.4717925,-853.47682834,-29.89466833,-2.10029583
IrO2,carbonates_carboxylic-acids_esters,Formic acid,Oxygen,-885.75913162,-853.47682834,-29.89466833,-2.38763494999995
IrO2,carbonates_carboxylic-acids_esters,Formic acid,Oxygen,-885.7532695,-853.47682834,-29.89466833,-2.38177282999999
IrO2,carbonates_carboxylic-acids_esters,Formic acid,Oxygen Bridge,-884.9409204,-853.47682834,-29.89466833,-1.56942372999999
IrO2,carbonates_carboxylic-acids_esters,Acetic acid,Metal,-903.66045185,-853.47682834,-46.78160119,-3.40202231999996
IrO2,carbonates_carboxylic-acids_esters,Acetic acid,Metal,-902.67995697,-853.47682834,-46.78160119,-2.42152744000003
IrO2,carbonates_carboxylic-acids_esters,Acetic acid,Hole,-902.00461728,-853.47682834,-46.78160119,-1.74618775000005
IrO2,carbonates_carboxylic-acids_esters,Acetic acid,Hole,-901.59727054,-853.47682834,-46.78160119,-1.33884100999995
IrO2,carbonates_carboxylic-acids_esters,Acetic acid,Hole,-900.8919994,-853.47682834,-46.78160119,-0.633569870000031
IrO2,carbonates_carboxylic-acids_esters,Acetic acid,Oxygen,-900.6130505,-853.47682834,-46.78160119,-0.354620969999985
IrO2,carbonates_carboxylic-acids_esters,Acetic acid,Oxygen,-902.66503081,-853.47682834,-46.78160119,-2.40660127999996
IrO2,carbonates_carboxylic-acids_esters,Acetic acid,Oxygen,-901.54377466,-853.47682834,-46.78160119,-1.28534513000005
IrO2,carbonates_carboxylic-acids_esters,Acetic acid,Oxygen Bridge,-902.59606138,-853.47682834,-46.78160119,-2.33763185000004
IrO2,carbonates_carboxylic-acids_esters,Acetic acid,Metal Bridge,-902.66350745,-853.47682834,-46.78160119,-2.40507792
IrO2,carbamate-esters,Carbamic acid,Metal,-898.08091362,-853.47682834,-42.65775764,-1.94632764000005
IrO2,carbamate-esters,Carbamic acid,Metal,-899.60685773,-853.47682834,-42.65775764,-3.47227175
IrO2,carbamate-esters,Carbamic acid,Metal,-898.00275089,-853.47682834,-42.65775764,-1.86816491000002
IrO2,carbamate-esters,Carbamic acid,Hole,-899.60415653,-853.47682834,-42.65775764,-3.46957054999996
IrO2,carbamate-esters,Carbamic acid,Oxygen,-899.57064811,-853.47682834,-42.65775764,-3.43606212999998
IrO2,carbamate-esters,Carbamic acid,Oxygen,-896.62367432,-853.47682834,-42.65775764,-0.489088339999967
IrO2,carbamate-esters,Carbamic acid,Oxygen Bridge,-899.59735921,-853.47682834,-42.65775764,-3.46277323000004
IrO2,carbamate-esters,Carbamic acid,Oxygen Bridge,-899.60377539,-853.47682834,-42.65775764,-3.46918941000001
IrO2,carbamate-esters,Carbamic acid,Metal Bridge,-899.60646974,-853.47682834,-42.65775764,-3.47188375999997
IrO2,carbamate-esters,Carbamic acid,Metal Bridge,-899.50181146,-853.47682834,-42.65775764,-3.36722548
IrO2,amides,Formamide,Metal,-890.67361359,-853.47682834,-36.56652254,-0.630262709999947
IrO2,amides,Formamide,Metal,-892.41365869,-853.47682834,-36.56652254,-2.37030781000004
IrO2,amides,Formamide,Metal,-892.41029229,-853.47682834,-36.56652254,-2.36694141000003
IrO2,amides,Formamide,Hole,-892.40681894,-853.47682834,-36.56652254,-2.36346806
IrO2,amides,Formamide,Hole,-892.41404883,-853.47682834,-36.56652254,-2.37069794999996
IrO2,amides,Formamide,Hole,-892.41118509,-853.47682834,-36.56652254,-2.36783421000001
IrO2,amides,Formamide,Oxygen,-890.64794369,-853.47682834,-36.56652254,-0.604592810000035
IrO2,amides,Formamide,Oxygen,-892.41332285,-853.47682834,-36.56652254,-2.36997196999999
IrO2,amides,Formamide,Oxygen,-889.26721782,-853.47682834,-36.56652254,0.776133059999957
IrO2,amides,Formamide,Oxygen Bridge,-890.64924466,-853.47682834,-36.56652254,-0.605893780000024
IrO2,amides,Formamide,Metal Bridge,-890.61421869,-853.47682834,-36.56652254,-0.570867810000031
IrO2,amides,Formamide,Metal Bridge,-892.41090593,-853.47682834,-36.56652254,-2.36755505000001
IrO2,amides,Acetamide,Metal,-908.27916384,-853.47682834,-52.11050347,-2.69183203000003
IrO2,amides,Acetamide,Metal,-908.25929555,-853.47682834,-52.11050347,-2.67196374000005
IrO2,amides,Acetamide,Metal,-907.70259168,-853.47682834,-52.11050347,-2.11525986999996
IrO2,amides,Acetamide,Hole,-908.27784702,-853.47682834,-52.11050347,-2.69051520999997
IrO2,amides,Acetamide,Hole,-908.27935497,-853.47682834,-52.11050347,-2.69202315999999
IrO2,amides,Acetamide,Oxygen,-908.25601841,-853.47682834,-52.11050347,-2.66868660000003
IrO2,amides,Acetamide,Oxygen,-906.11000264,-853.47682834,-52.11050347,-0.522670829999953
IrO2,amides,Acetamide,Oxygen,-909.31242244,-853.47682834,-52.11050347,-3.72509062999998
IrO2,amides,Acetamide,Oxygen Bridge,-906.01036058,-853.47682834,-52.11050347,-0.423028770000002
IrO2,amides,Acetamide,Metal Bridge,-907.72090728,-853.47682834,-52.11050347,-2.13357547000001
IrO2,amides,Acetamide,Metal Bridge,-907.52518786,-853.47682834,-52.11050347,-1.93785604999997
IrO2,oximes,Formaldoxime,Metal,-889.76850601,-853.47682834,-33.12398914,-3.16768853000001
IrO2,oximes,Formaldoxime,Metal,-889.38279638,-853.47682834,-33.12398914,-2.78197889999995
IrO2,oximes,Formaldoxime,Metal,-889.76919358,-853.47682834,-33.12398914,-3.16837609999998
IrO2,oximes,Formaldoxime,Hole,-889.7668408,-853.47682834,-33.12398914,-3.16602331999996
IrO2,oximes,Formaldoxime,Hole,-889.37820886,-853.47682834,-33.12398914,-2.77739137999998
IrO2,oximes,Formaldoxime,Oxygen,-886.86620726,-853.47682834,-33.12398914,-0.265389780000014
IrO2,oximes,Formaldoxime,Oxygen Bridge,-887.0381109,-853.47682834,-33.12398914,-0.437293419999996
IrO2,oximes,Formaldoxime,Metal Bridge,-888.09202596,-853.47682834,-33.12398914,-1.49120848
IrO2,oximes,Formaldoxime,Metal Bridge,-889.65679472,-853.47682834,-33.12398914,-3.05597724
IrO2,amidines,Formimidamide,Metal,-896.8362648,-853.47682834,-40.15142211,-3.20801434999998
IrO2,amidines,Formimidamide,Metal,-897.9982321,-853.47682834,-40.15142211,-4.36998165
IrO2,amidines,Formimidamide,Metal,-896.59520673,-853.47682834,-40.15142211,-2.96695627999998
IrO2,amidines,Formimidamide,Hole,-895.71871294,-853.47682834,-40.15142211,-2.09046249000005
IrO2,amidines,Formimidamide,Oxygen,-896.60075266,-853.47682834,-40.15142211,-2.97250221000002
IrO2,amidines,Formimidamide,Oxygen Bridge,-896.84411639,-853.47682834,-40.15142211,-3.21586593999996
IrO2,amidines,Formimidamide,Metal Bridge,-896.8653023,-853.47682834,-40.15142211,-3.23705185000006
IrO2,amidines,Formimidamide,Metal Bridge,-897.99600336,-853.47682834,-40.15142211,-4.36775291000004
IrO2,amidines,Acetimidamide,Metal,-912.82801726,-853.47682834,-56.90234126,-2.44884766000003
IrO2,amidines,Acetimidamide,Metal,-913.66607481,-853.47682834,-56.90234126,-3.28690521000006
IrO2,amidines,Acetimidamide,Metal,-913.45502687,-853.47682834,-56.90234126,-3.07585726999999
IrO2,amidines,Acetimidamide,Hole,-913.38530014,-853.47682834,-56.90234126,-3.00613054000003
IrO2,amidines,Acetimidamide,Hole,-912.79039195,-853.47682834,-56.90234126,-2.41122234999996
IrO2,amidines,Acetimidamide,Hole,-912.83744791,-853.47682834,-56.90234126,-2.45827831000004
IrO2,amidines,Acetimidamide,Oxygen,-910.82365305,-853.47682834,-56.90234126,-0.444483449999964
IrO2,amidines,Acetimidamide,Oxygen,-913.37802766,-853.47682834,-56.90234126,-2.99885806000005
IrO2,amidines,Acetimidamide,Oxygen Bridge,-910.44015197,-853.47682834,-56.90234126,-0.0609823699999907
IrO2,amidines,Acetimidamide,Oxygen Bridge,-910.92830759,-853.47682834,-56.90234126,-0.549137990000034
IrO2,amidines,Acetimidamide,Metal Bridge,-914.83711834,-853.47682834,-56.90234126,-4.45794873999996
