id,collection,dc.identifier.uri,cml.calculationtype[],cml.energy.units[],cml.energy.value[],cml.formula.generic[],cml.hasmolecularorbitals[],cml.hassolvent[],cml.hasvibrationalfrequencies[],cml.method[],cml.numberofjobs[],cml.program.name[],cml.program.other[],cml.program.version[],cml.shelltype[],dc.contributor.author[],dc.date.created[],dc.date.issued[],dc.description.abstract[],dc.publisher[],dc.relation.ispartof,dc.relation.uri[*],dc.relation[*],dc.rights.uri[],dc.rights[],dc.title[],dc.type[]
"102469","100/100710","https://iochem-bd.iciq.es/browse/handle/100/101418","Geometry optimization","eV","-1145.60419190","C3H8O81Ti40","false","false","false","DFT","1","vasp","18Apr17-6-g9f103f2a35 (build Apr 26 2024 11:19:37) complex","5.4.4","Closed shell","Van Hout, Thomas","2025-07-23T10:53:54.588529+02:00","2025-07-23T10:53:54.588529+02:00","adsorption configuration 1","Institute of Chemical Research of Catalonia","http://dx.doi.org/10.19061/iochem-bd-1-396","http://dx.doi.org/10.1039/D5DD00331H","Original title: Evaluating the transfer learning from metals to oxides with GAME-Net-Ox   DOI: 10.1039/D5DD00331H","http://creativecommons.org/licenses/by/4.0/","CC BY 4.0 (c) Institute of Chemical Research of Catalonia, 2025","/TiO2(110)/CxHyO/Propan-2-ol/top_Obr config_1","dataset"
"102470","100/100710","https://iochem-bd.iciq.es/browse/handle/100/101419","Geometry optimization","eV","-1138.71397961","C3H6O81Ti40","false","false","false","DFT","1","vasp","18Apr17-6-g9f103f2a35 (build Apr 26 2024 11:19:37) complex","5.4.4","Closed shell","Van Hout, Thomas","2025-07-23T10:53:54.534495+02:00","2025-07-23T10:53:54.534495+02:00","adsorption configuration 1","Institute of Chemical Research of Catalonia","http://dx.doi.org/10.19061/iochem-bd-1-396","http://dx.doi.org/10.1039/D5DD00331H","Original title: Evaluating the transfer learning from metals to oxides with GAME-Net-Ox   DOI: 10.1039/D5DD00331H","http://creativecommons.org/licenses/by/4.0/","CC BY 4.0 (c) Institute of Chemical Research of Catalonia, 2025","/TiO2(110)/CxHyO/Propan-2-one/hollow_M5c-Oip config_1","dataset"
"102471","100/100710","https://iochem-bd.iciq.es/browse/handle/100/101420","Geometry optimization","eV","-1138.66539073","C3H6O81Ti40","false","false","false","DFT","1","vasp","18Apr17-6-g9f103f2a35 (build Apr 26 2024 11:19:37) complex","5.4.4","Closed shell","Van Hout, Thomas","2025-07-23T10:53:54.47852+02:00","2025-07-23T10:53:54.47852+02:00","adsorption configuration 2","Institute of Chemical Research of Catalonia","http://dx.doi.org/10.19061/iochem-bd-1-396","http://dx.doi.org/10.1039/D5DD00331H","Original title: Evaluating the transfer learning from metals to oxides with GAME-Net-Ox   DOI: 10.1039/D5DD00331H","http://creativecommons.org/licenses/by/4.0/","CC BY 4.0 (c) Institute of Chemical Research of Catalonia, 2025","/TiO2(110)/CxHyO/Propan-2-one/hollow_M5c-Oip config_2","dataset"
"102472","100/100710","https://iochem-bd.iciq.es/browse/handle/100/101421","Geometry optimization","eV","-1138.72533735","C3H6O81Ti40","false","false","false","DFT","1","vasp","18Apr17-6-g9f103f2a35 (build Apr 26 2024 11:19:37) complex","5.4.4","Closed shell","Van Hout, Thomas","2025-07-23T10:53:54.426472+02:00","2025-07-23T10:53:54.426472+02:00","adsorption configuration 3","Institute of Chemical Research of Catalonia","http://dx.doi.org/10.19061/iochem-bd-1-396","http://dx.doi.org/10.1039/D5DD00331H","Original title: Evaluating the transfer learning from metals to oxides with GAME-Net-Ox   DOI: 10.1039/D5DD00331H","http://creativecommons.org/licenses/by/4.0/","CC BY 4.0 (c) Institute of Chemical Research of Catalonia, 2025","/TiO2(110)/CxHyO/Propan-2-one/hollow_M5c-Oip config_3","dataset"
"102473","100/100710","https://iochem-bd.iciq.es/browse/handle/100/101422","Geometry optimization","eV","-1138.73512749","C3H6O81Ti40","false","false","false","DFT","1","vasp","18Apr17-6-g9f103f2a35 (build Apr 26 2024 11:19:37) complex","5.4.4","Closed shell","Van Hout, Thomas","2025-07-23T10:53:54.374238+02:00","2025-07-23T10:53:54.374238+02:00","adsorption configuration 1","Institute of Chemical Research of Catalonia","http://dx.doi.org/10.19061/iochem-bd-1-396","http://dx.doi.org/10.1039/D5DD00331H","Original title: Evaluating the transfer learning from metals to oxides with GAME-Net-Ox   DOI: 10.1039/D5DD00331H","http://creativecommons.org/licenses/by/4.0/","CC BY 4.0 (c) Institute of Chemical Research of Catalonia, 2025","/TiO2(110)/CxHyO/Propan-2-one/bridge_Obr config_1","dataset"
"102474","100/100710","https://iochem-bd.iciq.es/browse/handle/100/101423","Geometry optimization","eV","-1137.68872859","C3H6O81Ti40","false","false","false","DFT","1","vasp","18Apr17-6-g9f103f2a35 (build Apr 26 2024 11:19:37) complex","5.4.4","Closed shell","Van Hout, Thomas","2025-07-23T10:53:54.308304+02:00","2025-07-23T10:53:54.308304+02:00","adsorption configuration 2","Institute of Chemical Research of Catalonia","http://dx.doi.org/10.19061/iochem-bd-1-396","http://dx.doi.org/10.1039/D5DD00331H","Original title: Evaluating the transfer learning from metals to oxides with GAME-Net-Ox   DOI: 10.1039/D5DD00331H","http://creativecommons.org/licenses/by/4.0/","CC BY 4.0 (c) Institute of Chemical Research of Catalonia, 2025","/TiO2(110)/CxHyO/Propan-2-one/bridge_Obr config_2","dataset"
"102475","100/100710","https://iochem-bd.iciq.es/browse/handle/100/101424","Geometry optimization","eV","-1138.57385118","C3H6O81Ti40","false","false","false","DFT","1","vasp","18Apr17-6-g9f103f2a35 (build Apr 26 2024 11:19:37) complex","5.4.4","Closed shell","Van Hout, Thomas","2025-07-23T10:53:54.254645+02:00","2025-07-23T10:53:54.254645+02:00","adsorption configuration 1","Institute of Chemical Research of Catalonia","http://dx.doi.org/10.19061/iochem-bd-1-396","http://dx.doi.org/10.1039/D5DD00331H","Original title: Evaluating the transfer learning from metals to oxides with GAME-Net-Ox   DOI: 10.1039/D5DD00331H","http://creativecommons.org/licenses/by/4.0/","CC BY 4.0 (c) Institute of Chemical Research of Catalonia, 2025","/TiO2(110)/CxHyO/Propan-2-one/hollow_M5c-Obr config_1","dataset"
"102476","100/100710","https://iochem-bd.iciq.es/browse/handle/100/101425","Geometry optimization","eV","-1138.58656539","C3H6O81Ti40","false","false","false","DFT","1","vasp","18Apr17-6-g9f103f2a35 (build Apr 26 2024 11:19:37) complex","5.4.4","Closed shell","Van Hout, Thomas","2025-07-23T10:53:54.200788+02:00","2025-07-23T10:53:54.200788+02:00","adsorption configuration 2","Institute of Chemical Research of Catalonia","http://dx.doi.org/10.19061/iochem-bd-1-396","http://dx.doi.org/10.1039/D5DD00331H","Original title: Evaluating the transfer learning from metals to oxides with GAME-Net-Ox   DOI: 10.1039/D5DD00331H","http://creativecommons.org/licenses/by/4.0/","CC BY 4.0 (c) Institute of Chemical Research of Catalonia, 2025","/TiO2(110)/CxHyO/Propan-2-one/hollow_M5c-Obr config_2","dataset"
"102477","100/100710","https://iochem-bd.iciq.es/browse/handle/100/101426","Geometry optimization","eV","-1138.72644332","C3H6O81Ti40","false","false","false","DFT","1","vasp","18Apr17-6-g9f103f2a35 (build Apr 26 2024 11:19:37) complex","5.4.4","Closed shell","Van Hout, Thomas","2025-07-23T10:53:54.146144+02:00","2025-07-23T10:53:54.146144+02:00","adsorption configuration 3","Institute of Chemical Research of Catalonia","http://dx.doi.org/10.19061/iochem-bd-1-396","http://dx.doi.org/10.1039/D5DD00331H","Original title: Evaluating the transfer learning from metals to oxides with GAME-Net-Ox   DOI: 10.1039/D5DD00331H","http://creativecommons.org/licenses/by/4.0/","CC BY 4.0 (c) Institute of Chemical Research of Catalonia, 2025","/TiO2(110)/CxHyO/Propan-2-one/hollow_M5c-Obr config_3","dataset"
"102478","100/100710","https://iochem-bd.iciq.es/browse/handle/100/101427","Geometry optimization","eV","-1138.72917952","C3H6O81Ti40","false","false","false","DFT","1","vasp","18Apr17-6-g9f103f2a35 (build Apr 26 2024 11:19:37) complex","5.4.4","Closed shell","Van Hout, Thomas","2025-07-23T10:53:54.09109+02:00","2025-07-23T10:53:54.09109+02:00","adsorption configuration 1","Institute of Chemical Research of Catalonia","http://dx.doi.org/10.19061/iochem-bd-1-396","http://dx.doi.org/10.1039/D5DD00331H","Original title: Evaluating the transfer learning from metals to oxides with GAME-Net-Ox   DOI: 10.1039/D5DD00331H","http://creativecommons.org/licenses/by/4.0/","CC BY 4.0 (c) Institute of Chemical Research of Catalonia, 2025","/TiO2(110)/CxHyO/Propan-2-one/top_M5c config_1","dataset"
"102479","100/100710","https://iochem-bd.iciq.es/browse/handle/100/101428","Geometry optimization","eV","-1138.56548106","C3H6O81Ti40","false","false","false","DFT","1","vasp","18Apr17-6-g9f103f2a35 (build Apr 26 2024 11:19:37) complex","5.4.4","Closed shell","Van Hout, Thomas","2025-07-23T10:53:54.03857+02:00","2025-07-23T10:53:54.03857+02:00","adsorption configuration 2","Institute of Chemical Research of Catalonia","http://dx.doi.org/10.19061/iochem-bd-1-396","http://dx.doi.org/10.1039/D5DD00331H","Original title: Evaluating the transfer learning from metals to oxides with GAME-Net-Ox   DOI: 10.1039/D5DD00331H","http://creativecommons.org/licenses/by/4.0/","CC BY 4.0 (c) Institute of Chemical Research of Catalonia, 2025","/TiO2(110)/CxHyO/Propan-2-one/top_M5c config_2","dataset"
"102480","100/100710","https://iochem-bd.iciq.es/browse/handle/100/101429","Geometry optimization","eV","-1138.58663128","C3H6O81Ti40","false","false","false","DFT","1","vasp","18Apr17-6-g9f103f2a35 (build Apr 26 2024 11:19:37) complex","5.4.4","Closed shell","Van Hout, Thomas","2025-07-23T10:53:53.98618+02:00","2025-07-23T10:53:53.98618+02:00","adsorption configuration 3","Institute of Chemical Research of Catalonia","http://dx.doi.org/10.19061/iochem-bd-1-396","http://dx.doi.org/10.1039/D5DD00331H","Original title: Evaluating the transfer learning from metals to oxides with GAME-Net-Ox   DOI: 10.1039/D5DD00331H","http://creativecommons.org/licenses/by/4.0/","CC BY 4.0 (c) Institute of Chemical Research of Catalonia, 2025","/TiO2(110)/CxHyO/Propan-2-one/top_M5c config_3","dataset"
"102481","100/100710","https://iochem-bd.iciq.es/browse/handle/100/101430","Geometry optimization","eV","-1137.74044946","C3H6O81Ti40","false","false","false","DFT","1","vasp","18Apr17-6-g9f103f2a35 (build Apr 26 2024 11:19:37) complex","5.4.4","Closed shell","Van Hout, Thomas","2025-07-23T10:53:53.932914+02:00","2025-07-23T10:53:53.932914+02:00","adsorption configuration 1","Institute of Chemical Research of Catalonia","http://dx.doi.org/10.19061/iochem-bd-1-396","http://dx.doi.org/10.1039/D5DD00331H","Original title: Evaluating the transfer learning from metals to oxides with GAME-Net-Ox   DOI: 10.1039/D5DD00331H","http://creativecommons.org/licenses/by/4.0/","CC BY 4.0 (c) Institute of Chemical Research of Catalonia, 2025","/TiO2(110)/CxHyO/Propan-2-one/top_Obr config_1","dataset"
"102482","100/100710","https://iochem-bd.iciq.es/browse/handle/100/101431","Geometry optimization","eV","-1138.72301913","C3H6O81Ti40","false","false","false","DFT","1","vasp","18Apr17-6-g9f103f2a35 (build Apr 26 2024 11:19:37) complex","5.4.4","Closed shell","Van Hout, Thomas","2025-07-23T10:53:53.879699+02:00","2025-07-23T10:53:53.879699+02:00","adsorption configuration 2","Institute of Chemical Research of Catalonia","http://dx.doi.org/10.19061/iochem-bd-1-396","http://dx.doi.org/10.1039/D5DD00331H","Original title: Evaluating the transfer learning from metals to oxides with GAME-Net-Ox   DOI: 10.1039/D5DD00331H","http://creativecommons.org/licenses/by/4.0/","CC BY 4.0 (c) Institute of Chemical Research of Catalonia, 2025","/TiO2(110)/CxHyO/Propan-2-one/top_Obr config_2","dataset"
"102483","100/100710","https://iochem-bd.iciq.es/browse/handle/100/101432","Geometry optimization","eV","-1138.62986475","C3H6O81Ti40","false","false","false","DFT","1","vasp","18Apr17-6-g9f103f2a35 (build Apr 26 2024 11:19:37) complex","5.4.4","Closed shell","Van Hout, Thomas","2025-07-23T10:53:53.826757+02:00","2025-07-23T10:53:53.826757+02:00","adsorption configuration 3","Institute of Chemical Research of Catalonia","http://dx.doi.org/10.19061/iochem-bd-1-396","http://dx.doi.org/10.1039/D5DD00331H","Original title: Evaluating the transfer learning from metals to oxides with GAME-Net-Ox   DOI: 10.1039/D5DD00331H","http://creativecommons.org/licenses/by/4.0/","CC BY 4.0 (c) Institute of Chemical Research of Catalonia, 2025","/TiO2(110)/CxHyO/Propan-2-one/top_Obr config_3","dataset"
"102484","100/100710","https://iochem-bd.iciq.es/browse/handle/100/101433","Geometry optimization","eV","-1104.73288216","C2H2O80Ti40","false","false","false","DFT","1","vasp","18Apr17-6-g9f103f2a35 (build Apr 26 2024 11:19:37) complex","5.4.4","Closed shell","Van Hout, Thomas","2025-07-23T10:54:11.065666+02:00","2025-07-23T10:54:11.065666+02:00","adsorption configuration 1","Institute of Chemical Research of Catalonia","http://dx.doi.org/10.19061/iochem-bd-1-396","http://dx.doi.org/10.1039/D5DD00331H","Original title: Evaluating the transfer learning from metals to oxides with GAME-Net-Ox   DOI: 10.1039/D5DD00331H","http://creativecommons.org/licenses/by/4.0/","CC BY 4.0 (c) Institute of Chemical Research of Catalonia, 2025","/TiO2(110)/CxHy/Acetylene/hollow_M5c-Oip config_1","dataset"
"102485","100/100710","https://iochem-bd.iciq.es/browse/handle/100/101434","Geometry optimization","eV","-1104.61618378","C2H2O80Ti40","false","false","false","DFT","1","vasp","18Apr17-6-g9f103f2a35 (build Apr 26 2024 11:19:37) complex","5.4.4","Closed shell","Van Hout, Thomas","2025-07-23T10:54:11.013949+02:00","2025-07-23T10:54:11.013949+02:00","adsorption configuration 1","Institute of Chemical Research of Catalonia","http://dx.doi.org/10.19061/iochem-bd-1-396","http://dx.doi.org/10.1039/D5DD00331H","Original title: Evaluating the transfer learning from metals to oxides with GAME-Net-Ox   DOI: 10.1039/D5DD00331H","http://creativecommons.org/licenses/by/4.0/","CC BY 4.0 (c) Institute of Chemical Research of Catalonia, 2025","/TiO2(110)/CxHy/Acetylene/bridge_Obr config_1","dataset"
"102486","100/100710","https://iochem-bd.iciq.es/browse/handle/100/101435","Geometry optimization","eV","-1105.23067192","C2H2O80Ti40","false","false","false","DFT","1","vasp","18Apr17-6-g9f103f2a35 (build Apr 26 2024 11:19:37) complex","5.4.4","Closed shell","Van Hout, Thomas","2025-07-23T10:54:10.960316+02:00","2025-07-23T10:54:10.960316+02:00","adsorption configuration 1","Institute of Chemical Research of Catalonia","http://dx.doi.org/10.19061/iochem-bd-1-396","http://dx.doi.org/10.1039/D5DD00331H","Original title: Evaluating the transfer learning from metals to oxides with GAME-Net-Ox   DOI: 10.1039/D5DD00331H","http://creativecommons.org/licenses/by/4.0/","CC BY 4.0 (c) Institute of Chemical Research of Catalonia, 2025","/TiO2(110)/CxHy/Acetylene/hollow_M5c-Obr config_1","dataset"
"102487","100/100710","https://iochem-bd.iciq.es/browse/handle/100/101436","Geometry optimization","eV","-1105.23015965","C2H2O80Ti40","false","false","false","DFT","1","vasp","18Apr17-6-g9f103f2a35 (build Apr 26 2024 11:19:37) complex","5.4.4","Closed shell","Van Hout, Thomas","2025-07-23T10:54:10.9072+02:00","2025-07-23T10:54:10.9072+02:00","adsorption configuration 2","Institute of Chemical Research of Catalonia","http://dx.doi.org/10.19061/iochem-bd-1-396","http://dx.doi.org/10.1039/D5DD00331H","Original title: Evaluating the transfer learning from metals to oxides with GAME-Net-Ox   DOI: 10.1039/D5DD00331H","http://creativecommons.org/licenses/by/4.0/","CC BY 4.0 (c) Institute of Chemical Research of Catalonia, 2025","/TiO2(110)/CxHy/Acetylene/hollow_M5c-Obr config_2","dataset"
"102488","100/100710","https://iochem-bd.iciq.es/browse/handle/100/101437","Geometry optimization","eV","-1105.23168632","C2H2O80Ti40","false","false","false","DFT","1","vasp","18Apr17-6-g9f103f2a35 (build Apr 26 2024 11:19:37) complex","5.4.4","Closed shell","Van Hout, Thomas","2025-07-23T10:54:10.853473+02:00","2025-07-23T10:54:10.853473+02:00","adsorption configuration 1","Institute of Chemical Research of Catalonia","http://dx.doi.org/10.19061/iochem-bd-1-396","http://dx.doi.org/10.1039/D5DD00331H","Original title: Evaluating the transfer learning from metals to oxides with GAME-Net-Ox   DOI: 10.1039/D5DD00331H","http://creativecommons.org/licenses/by/4.0/","CC BY 4.0 (c) Institute of Chemical Research of Catalonia, 2025","/TiO2(110)/CxHy/Acetylene/top_M5c config_1","dataset"
"102489","100/100710","https://iochem-bd.iciq.es/browse/handle/100/101438","Geometry optimization","eV","-1105.23128536","C2H2O80Ti40","false","false","false","DFT","1","vasp","18Apr17-6-g9f103f2a35 (build Apr 26 2024 11:19:37) complex","5.4.4","Closed shell","Van Hout, Thomas","2025-07-23T10:54:10.799945+02:00","2025-07-23T10:54:10.799945+02:00","adsorption configuration 2","Institute of Chemical Research of Catalonia","http://dx.doi.org/10.19061/iochem-bd-1-396","http://dx.doi.org/10.1039/D5DD00331H","Original title: Evaluating the transfer learning from metals to oxides with GAME-Net-Ox   DOI: 10.1039/D5DD00331H","http://creativecommons.org/licenses/by/4.0/","CC BY 4.0 (c) Institute of Chemical Research of Catalonia, 2025","/TiO2(110)/CxHy/Acetylene/top_M5c config_2","dataset"
"102490","100/100710","https://iochem-bd.iciq.es/browse/handle/100/101439","Geometry optimization","eV","-1104.61732711","C2H2O80Ti40","false","false","false","DFT","1","vasp","18Apr17-6-g9f103f2a35 (build Apr 26 2024 11:19:37) complex","5.4.4","Closed shell","Van Hout, Thomas","2025-07-23T10:54:10.74492+02:00","2025-07-23T10:54:10.74492+02:00","adsorption configuration 1","Institute of Chemical Research of Catalonia","http://dx.doi.org/10.19061/iochem-bd-1-396","http://dx.doi.org/10.1039/D5DD00331H","Original title: Evaluating the transfer learning from metals to oxides with GAME-Net-Ox   DOI: 10.1039/D5DD00331H","http://creativecommons.org/licenses/by/4.0/","CC BY 4.0 (c) Institute of Chemical Research of Catalonia, 2025","/TiO2(110)/CxHy/Acetylene/top_Obr config_1","dataset"
"102491","100/100710","https://iochem-bd.iciq.es/browse/handle/100/101440","Geometry optimization","eV","-1122.58092093","C2H6O80Ti40","false","false","false","DFT","1","vasp","18Apr17-6-g9f103f2a35 (build Apr 26 2024 11:19:37) complex","5.4.4","Closed shell","Van Hout, Thomas","2025-07-23T10:54:10.691112+02:00","2025-07-23T10:54:10.691112+02:00","adsorption configuration 1","Institute of Chemical Research of Catalonia","http://dx.doi.org/10.19061/iochem-bd-1-396","http://dx.doi.org/10.1039/D5DD00331H","Original title: Evaluating the transfer learning from metals to oxides with GAME-Net-Ox   DOI: 10.1039/D5DD00331H","http://creativecommons.org/licenses/by/4.0/","CC BY 4.0 (c) Institute of Chemical Research of Catalonia, 2025","/TiO2(110)/CxHy/Ethane/hollow_M5c-Oip config_1","dataset"
"102492","100/100710","https://iochem-bd.iciq.es/browse/handle/100/101441","Geometry optimization","eV","-1122.24168662","C2H6O80Ti40","false","false","false","DFT","1","vasp","18Apr17-6-g9f103f2a35 (build Apr 26 2024 11:19:37) complex","5.4.4","Closed shell","Van Hout, Thomas","2025-07-23T10:54:10.599246+02:00","2025-07-23T10:54:10.599246+02:00","adsorption configuration 1","Institute of Chemical Research of Catalonia","http://dx.doi.org/10.19061/iochem-bd-1-396","http://dx.doi.org/10.1039/D5DD00331H","Original title: Evaluating the transfer learning from metals to oxides with GAME-Net-Ox   DOI: 10.1039/D5DD00331H","http://creativecommons.org/licenses/by/4.0/","CC BY 4.0 (c) Institute of Chemical Research of Catalonia, 2025","/TiO2(110)/CxHy/Ethane/bridge_Obr config_1","dataset"
"102493","100/100710","https://iochem-bd.iciq.es/browse/handle/100/101442","Geometry optimization","eV","-1122.20280010","C2H6O80Ti40","false","false","false","DFT","1","vasp","18Apr17-6-g9f103f2a35 (build Apr 26 2024 11:19:37) complex","5.4.4","Closed shell","Van Hout, Thomas","2025-07-23T10:54:10.545278+02:00","2025-07-23T10:54:10.545278+02:00","adsorption configuration 2","Institute of Chemical Research of Catalonia","http://dx.doi.org/10.19061/iochem-bd-1-396","http://dx.doi.org/10.1039/D5DD00331H","Original title: Evaluating the transfer learning from metals to oxides with GAME-Net-Ox   DOI: 10.1039/D5DD00331H","http://creativecommons.org/licenses/by/4.0/","CC BY 4.0 (c) Institute of Chemical Research of Catalonia, 2025","/TiO2(110)/CxHy/Ethane/bridge_Obr config_2","dataset"
"102494","100/100710","https://iochem-bd.iciq.es/browse/handle/100/101443","Geometry optimization","eV","-1122.41393599","C2H6O80Ti40","false","false","false","DFT","1","vasp","18Apr17-6-g9f103f2a35 (build Apr 26 2024 11:19:37) complex","5.4.4","Closed shell","Van Hout, Thomas","2025-07-23T10:54:10.493169+02:00","2025-07-23T10:54:10.493169+02:00","adsorption configuration 1","Institute of Chemical Research of Catalonia","http://dx.doi.org/10.19061/iochem-bd-1-396","http://dx.doi.org/10.1039/D5DD00331H","Original title: Evaluating the transfer learning from metals to oxides with GAME-Net-Ox   DOI: 10.1039/D5DD00331H","http://creativecommons.org/licenses/by/4.0/","CC BY 4.0 (c) Institute of Chemical Research of Catalonia, 2025","/TiO2(110)/CxHy/Ethane/hollow_M5c-Obr config_1","dataset"
"102495","100/100710","https://iochem-bd.iciq.es/browse/handle/100/101444","Geometry optimization","eV","-1122.44738344","C2H6O80Ti40","false","false","false","DFT","1","vasp","18Apr17-6-g9f103f2a35 (build Apr 26 2024 11:19:37) complex","5.4.4","Closed shell","Van Hout, Thomas","2025-07-23T10:54:10.440222+02:00","2025-07-23T10:54:10.440222+02:00","adsorption configuration 1","Institute of Chemical Research of Catalonia","http://dx.doi.org/10.19061/iochem-bd-1-396","http://dx.doi.org/10.1039/D5DD00331H","Original title: Evaluating the transfer learning from metals to oxides with GAME-Net-Ox   DOI: 10.1039/D5DD00331H","http://creativecommons.org/licenses/by/4.0/","CC BY 4.0 (c) Institute of Chemical Research of Catalonia, 2025","/TiO2(110)/CxHy/Ethane/top_M5c config_1","dataset"
"102496","100/100710","https://iochem-bd.iciq.es/browse/handle/100/101445","Geometry optimization","eV","-1122.41470587","C2H6O80Ti40","false","false","false","DFT","1","vasp","18Apr17-6-g9f103f2a35 (build Apr 26 2024 11:19:37) complex","5.4.4","Closed shell","Van Hout, Thomas","2025-07-23T10:54:10.386363+02:00","2025-07-23T10:54:10.386363+02:00","adsorption configuration 2","Institute of Chemical Research of Catalonia","http://dx.doi.org/10.19061/iochem-bd-1-396","http://dx.doi.org/10.1039/D5DD00331H","Original title: Evaluating the transfer learning from metals to oxides with GAME-Net-Ox   DOI: 10.1039/D5DD00331H","http://creativecommons.org/licenses/by/4.0/","CC BY 4.0 (c) Institute of Chemical Research of Catalonia, 2025","/TiO2(110)/CxHy/Ethane/top_M5c config_2","dataset"
"102497","100/100710","https://iochem-bd.iciq.es/browse/handle/100/101446","Geometry optimization","eV","-1122.39921959","C2H6O80Ti40","false","false","false","DFT","1","vasp","18Apr17-6-g9f103f2a35 (build Apr 26 2024 11:19:37) complex","5.4.4","Closed shell","Van Hout, Thomas","2025-07-23T10:54:10.3341+02:00","2025-07-23T10:54:10.3341+02:00","adsorption configuration 3","Institute of Chemical Research of Catalonia","http://dx.doi.org/10.19061/iochem-bd-1-396","http://dx.doi.org/10.1039/D5DD00331H","Original title: Evaluating the transfer learning from metals to oxides with GAME-Net-Ox   DOI: 10.1039/D5DD00331H","http://creativecommons.org/licenses/by/4.0/","CC BY 4.0 (c) Institute of Chemical Research of Catalonia, 2025","/TiO2(110)/CxHy/Ethane/top_M5c config_3","dataset"
"102498","100/100710","https://iochem-bd.iciq.es/browse/handle/100/101447","Geometry optimization","eV","-1122.22187594","C2H6O80Ti40","false","false","false","DFT","1","vasp","18Apr17-6-g9f103f2a35 (build Apr 26 2024 11:19:37) complex","5.4.4","Closed shell","Van Hout, Thomas","2025-07-23T10:54:10.283311+02:00","2025-07-23T10:54:10.283311+02:00","adsorption configuration 1","Institute of Chemical Research of Catalonia","http://dx.doi.org/10.19061/iochem-bd-1-396","http://dx.doi.org/10.1039/D5DD00331H","Original title: Evaluating the transfer learning from metals to oxides with GAME-Net-Ox   DOI: 10.1039/D5DD00331H","http://creativecommons.org/licenses/by/4.0/","CC BY 4.0 (c) Institute of Chemical Research of Catalonia, 2025","/TiO2(110)/CxHy/Ethane/top_Obr config_1","dataset"
"102499","100/100710","https://iochem-bd.iciq.es/browse/handle/100/101448","Geometry optimization","eV","-1113.80867337","C2H4O80Ti40","false","false","false","DFT","1","vasp","18Apr17-6-g9f103f2a35 (build Apr 26 2024 11:19:37) complex","5.4.4","Closed shell","Van Hout, Thomas","2025-07-23T10:54:10.23281+02:00","2025-07-23T10:54:10.23281+02:00","adsorption configuration 1","Institute of Chemical Research of Catalonia","http://dx.doi.org/10.19061/iochem-bd-1-396","http://dx.doi.org/10.1039/D5DD00331H","Original title: Evaluating the transfer learning from metals to oxides with GAME-Net-Ox   DOI: 10.1039/D5DD00331H","http://creativecommons.org/licenses/by/4.0/","CC BY 4.0 (c) Institute of Chemical Research of Catalonia, 2025","/TiO2(110)/CxHy/Ethene/hollow_M5c-Oip config_1","dataset"
"102500","100/100710","https://iochem-bd.iciq.es/browse/handle/100/101449","Geometry optimization","eV","-1114.02613558","C2H4O80Ti40","false","false","false","DFT","1","vasp","18Apr17-6-g9f103f2a35 (build Apr 26 2024 11:19:37) complex","5.4.4","Closed shell","Van Hout, Thomas","2025-07-23T10:54:10.181661+02:00","2025-07-23T10:54:10.181661+02:00","adsorption configuration 2","Institute of Chemical Research of Catalonia","http://dx.doi.org/10.19061/iochem-bd-1-396","http://dx.doi.org/10.1039/D5DD00331H","Original title: Evaluating the transfer learning from metals to oxides with GAME-Net-Ox   DOI: 10.1039/D5DD00331H","http://creativecommons.org/licenses/by/4.0/","CC BY 4.0 (c) Institute of Chemical Research of Catalonia, 2025","/TiO2(110)/CxHy/Ethene/hollow_M5c-Oip config_2","dataset"
"102501","100/100710","https://iochem-bd.iciq.es/browse/handle/100/101450","Geometry optimization","eV","-1113.68256707","C2H4O80Ti40","false","false","false","DFT","1","vasp","18Apr17-6-g9f103f2a35 (build Apr 26 2024 11:19:37) complex","5.4.4","Closed shell","Van Hout, Thomas","2025-07-23T10:54:10.130861+02:00","2025-07-23T10:54:10.130861+02:00","adsorption configuration 1","Institute of Chemical Research of Catalonia","http://dx.doi.org/10.19061/iochem-bd-1-396","http://dx.doi.org/10.1039/D5DD00331H","Original title: Evaluating the transfer learning from metals to oxides with GAME-Net-Ox   DOI: 10.1039/D5DD00331H","http://creativecommons.org/licenses/by/4.0/","CC BY 4.0 (c) Institute of Chemical Research of Catalonia, 2025","/TiO2(110)/CxHy/Ethene/bridge_Obr config_1","dataset"
"102502","100/100710","https://iochem-bd.iciq.es/browse/handle/100/101451","Geometry optimization","eV","-1113.66770141","C2H4O80Ti40","false","false","false","DFT","1","vasp","18Apr17-6-g9f103f2a35 (build Apr 26 2024 11:19:37) complex","5.4.4","Closed shell","Van Hout, Thomas","2025-07-23T10:54:10.077698+02:00","2025-07-23T10:54:10.077698+02:00","adsorption configuration 2","Institute of Chemical Research of Catalonia","http://dx.doi.org/10.19061/iochem-bd-1-396","http://dx.doi.org/10.1039/D5DD00331H","Original title: Evaluating the transfer learning from metals to oxides with GAME-Net-Ox   DOI: 10.1039/D5DD00331H","http://creativecommons.org/licenses/by/4.0/","CC BY 4.0 (c) Institute of Chemical Research of Catalonia, 2025","/TiO2(110)/CxHy/Ethene/bridge_Obr config_2","dataset"
